,nominal_temperature,boundary_conditions
7491,23,"[25, 25, 25, 25, 25, 25, 25, 25, 81, 81, 81, 81, 81, 81, 81, 81, 56, 56, 56, 56, 56, 56, 56, 56, 41, 41, 41, 41, 41, 41, 41, 41, 35, 35, 35, 35]"
7492,68,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 66, 66, 66, 66, 66, 66, 66, 66, 72, 72, 72, 72, 72, 72, 72, 72, 17, 17, 17, 17]"
7493,13,"[40, 40, 40, 40, 40, 40, 40, 40, 21, 21, 21, 21, 21, 21, 21, 21, 43, 43, 43, 43, 43, 43, 43, 43, 49, 49, 49, 49, 49, 49, 49, 49, 78, 78, 78, 78]"
7494,75,"[66, 66, 66, 66, 66, 66, 66, 66, 60, 60, 60, 60, 60, 60, 60, 60, 40, 40, 40, 40, 40, 40, 40, 40, 93, 93, 93, 93, 93, 93, 93, 93, 72, 72, 72, 72]"
7495,25,"[72, 72, 72, 72, 72, 72, 72, 72, 1, 1, 1, 1, 1, 1, 1, 1, 59, 59, 59, 59, 59, 59, 59, 59, 90, 90, 90, 90, 90, 90, 90, 90, 74, 74, 74, 74]"
7496,51,"[50, 50, 50, 50, 50, 50, 50, 50, 24, 24, 24, 24, 24, 24, 24, 24, 19, 19, 19, 19, 19, 19, 19, 19, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]"
7497,61,"[56, 56, 56, 56, 56, 56, 56, 56, 53, 53, 53, 53, 53, 53, 53, 53, 50, 50, 50, 50, 50, 50, 50, 50, 99, 99, 99, 99, 99, 99, 99, 99, 23, 23, 23, 23]"
7498,95,"[31, 31, 31, 31, 31, 31, 31, 31, 1, 1, 1, 1, 1, 1, 1, 1, 20, 20, 20, 20, 20, 20, 20, 20, 82, 82, 82, 82, 82, 82, 82, 82, 57, 57, 57, 57]"
7499,26,"[59, 59, 59, 59, 59, 59, 59, 59, 54, 54, 54, 54, 54, 54, 54, 54, 62, 62, 62, 62, 62, 62, 62, 62, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9]"
7500,68,"[59, 59, 59, 59, 59, 59, 59, 59, 53, 53, 53, 53, 53, 53, 53, 53, 70, 70, 70, 70, 70, 70, 70, 70, 85, 85, 85, 85, 85, 85, 85, 85, 24, 24, 24, 24]"
7501,47,"[27, 27, 27, 27, 27, 27, 27, 27, 88, 88, 88, 88, 88, 88, 88, 88, 61, 61, 61, 61, 61, 61, 61, 61, 98, 98, 98, 98, 98, 98, 98, 98, 59, 59, 59, 59]"
7502,26,"[1, 1, 1, 1, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 57, 57, 57, 57, 57, 57, 57, 57, 9, 9, 9, 9, 9, 9, 9, 9, 25, 25, 25, 25]"
7503,66,"[81, 81, 81, 81, 81, 81, 81, 81, 3, 3, 3, 3, 3, 3, 3, 3, 26, 26, 26, 26, 26, 26, 26, 26, 13, 13, 13, 13, 13, 13, 13, 13, 65, 65, 65, 65]"
7504,95,"[39, 39, 39, 39, 39, 39, 39, 39, 51, 51, 51, 51, 51, 51, 51, 51, 30, 30, 30, 30, 30, 30, 30, 30, 11, 11, 11, 11, 11, 11, 11, 11, 40, 40, 40, 40]"
7505,86,"[76, 76, 76, 76, 76, 76, 76, 76, 28, 28, 28, 28, 28, 28, 28, 28, 71, 71, 71, 71, 71, 71, 71, 71, 87, 87, 87, 87, 87, 87, 87, 87, 97, 97, 97, 97]"
7506,28,"[100, 100, 100, 100, 100, 100, 100, 100, 38, 38, 38, 38, 38, 38, 38, 38, 47, 47, 47, 47, 47, 47, 47, 47, 41, 41, 41, 41, 41, 41, 41, 41, 48, 48, 48, 48]"
7507,9,"[39, 39, 39, 39, 39, 39, 39, 39, 16, 16, 16, 16, 16, 16, 16, 16, 36, 36, 36, 36, 36, 36, 36, 36, 3, 3, 3, 3, 3, 3, 3, 3, 46, 46, 46, 46]"
7508,96,"[6, 6, 6, 6, 6, 6, 6, 6, 48, 48, 48, 48, 48, 48, 48, 48, 100, 100, 100, 100, 100, 100, 100, 100, 1, 1, 1, 1, 1, 1, 1, 1, 55, 55, 55, 55]"
7509,4,"[49, 49, 49, 49, 49, 49, 49, 49, 37, 37, 37, 37, 37, 37, 37, 37, 35, 35, 35, 35, 35, 35, 35, 35, 61, 61, 61, 61, 61, 61, 61, 61, 71, 71, 71, 71]"
7510,52,"[57, 57, 57, 57, 57, 57, 57, 57, 53, 53, 53, 53, 53, 53, 53, 53, 55, 55, 55, 55, 55, 55, 55, 55, 62, 62, 62, 62, 62, 62, 62, 62, 84, 84, 84, 84]"
7511,34,"[93, 93, 93, 93, 93, 93, 93, 93, 49, 49, 49, 49, 49, 49, 49, 49, 80, 80, 80, 80, 80, 80, 80, 80, 21, 21, 21, 21, 21, 21, 21, 21, 71, 71, 71, 71]"
7512,62,"[53, 53, 53, 53, 53, 53, 53, 53, 74, 74, 74, 74, 74, 74, 74, 74, 66, 66, 66, 66, 66, 66, 66, 66, 57, 57, 57, 57, 57, 57, 57, 57, 68, 68, 68, 68]"
7513,62,"[9, 9, 9, 9, 9, 9, 9, 9, 76, 76, 76, 76, 76, 76, 76, 76, 97, 97, 97, 97, 97, 97, 97, 97, 96, 96, 96, 96, 96, 96, 96, 96, 93, 93, 93, 93]"
7514,7,"[51, 51, 51, 51, 51, 51, 51, 51, 98, 98, 98, 98, 98, 98, 98, 98, 79, 79, 79, 79, 79, 79, 79, 79, 71, 71, 71, 71, 71, 71, 71, 71, 83, 83, 83, 83]"
7515,28,"[20, 20, 20, 20, 20, 20, 20, 20, 4, 4, 4, 4, 4, 4, 4, 4, 80, 80, 80, 80, 80, 80, 80, 80, 74, 74, 74, 74, 74, 74, 74, 74, 51, 51, 51, 51]"
7516,39,"[9, 9, 9, 9, 9, 9, 9, 9, 34, 34, 34, 34, 34, 34, 34, 34, 19, 19, 19, 19, 19, 19, 19, 19, 86, 86, 86, 86, 86, 86, 86, 86, 54, 54, 54, 54]"
7517,55,"[74, 74, 74, 74, 74, 74, 74, 74, 20, 20, 20, 20, 20, 20, 20, 20, 100, 100, 100, 100, 100, 100, 100, 100, 97, 97, 97, 97, 97, 97, 97, 97, 35, 35, 35, 35]"
7518,48,"[10, 10, 10, 10, 10, 10, 10, 10, 94, 94, 94, 94, 94, 94, 94, 94, 38, 38, 38, 38, 38, 38, 38, 38, 21, 21, 21, 21, 21, 21, 21, 21, 78, 78, 78, 78]"
7519,26,"[84, 84, 84, 84, 84, 84, 84, 84, 82, 82, 82, 82, 82, 82, 82, 82, 52, 52, 52, 52, 52, 52, 52, 52, 32, 32, 32, 32, 32, 32, 32, 32, 76, 76, 76, 76]"
7520,4,"[16, 16, 16, 16, 16, 16, 16, 16, 51, 51, 51, 51, 51, 51, 51, 51, 94, 94, 94, 94, 94, 94, 94, 94, 86, 86, 86, 86, 86, 86, 86, 86, 92, 92, 92, 92]"
7521,85,"[4, 4, 4, 4, 4, 4, 4, 4, 55, 55, 55, 55, 55, 55, 55, 55, 17, 17, 17, 17, 17, 17, 17, 17, 8, 8, 8, 8, 8, 8, 8, 8, 52, 52, 52, 52]"
7522,86,"[23, 23, 23, 23, 23, 23, 23, 23, 46, 46, 46, 46, 46, 46, 46, 46, 9, 9, 9, 9, 9, 9, 9, 9, 79, 79, 79, 79, 79, 79, 79, 79, 84, 84, 84, 84]"
7523,10,"[92, 92, 92, 92, 92, 92, 92, 92, 56, 56, 56, 56, 56, 56, 56, 56, 86, 86, 86, 86, 86, 86, 86, 86, 98, 98, 98, 98, 98, 98, 98, 98, 89, 89, 89, 89]"
7524,75,"[65, 65, 65, 65, 65, 65, 65, 65, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 23, 23, 23, 23, 23, 23, 23, 23, 83, 83, 83, 83]"
7525,78,"[53, 53, 53, 53, 53, 53, 53, 53, 92, 92, 92, 92, 92, 92, 92, 92, 32, 32, 32, 32, 32, 32, 32, 32, 74, 74, 74, 74, 74, 74, 74, 74, 94, 94, 94, 94]"
7526,41,"[76, 76, 76, 76, 76, 76, 76, 76, 98, 98, 98, 98, 98, 98, 98, 98, 39, 39, 39, 39, 39, 39, 39, 39, 49, 49, 49, 49, 49, 49, 49, 49, 57, 57, 57, 57]"
7527,71,"[99, 99, 99, 99, 99, 99, 99, 99, 49, 49, 49, 49, 49, 49, 49, 49, 39, 39, 39, 39, 39, 39, 39, 39, 46, 46, 46, 46, 46, 46, 46, 46, 88, 88, 88, 88]"
7528,29,"[15, 15, 15, 15, 15, 15, 15, 15, 45, 45, 45, 45, 45, 45, 45, 45, 85, 85, 85, 85, 85, 85, 85, 85, 67, 67, 67, 67, 67, 67, 67, 67, 0, 0, 0, 0]"
7529,13,"[80, 80, 80, 80, 80, 80, 80, 80, 11, 11, 11, 11, 11, 11, 11, 11, 80, 80, 80, 80, 80, 80, 80, 80, 43, 43, 43, 43, 43, 43, 43, 43, 21, 21, 21, 21]"
7530,50,"[61, 61, 61, 61, 61, 61, 61, 61, 83, 83, 83, 83, 83, 83, 83, 83, 41, 41, 41, 41, 41, 41, 41, 41, 61, 61, 61, 61, 61, 61, 61, 61, 0, 0, 0, 0]"
7531,70,"[39, 39, 39, 39, 39, 39, 39, 39, 54, 54, 54, 54, 54, 54, 54, 54, 59, 59, 59, 59, 59, 59, 59, 59, 28, 28, 28, 28, 28, 28, 28, 28, 32, 32, 32, 32]"
7532,0,"[81, 81, 81, 81, 81, 81, 81, 81, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 56, 56, 56, 56, 56, 56, 56, 56, 8, 8, 8, 8]"
7533,76,"[16, 16, 16, 16, 16, 16, 16, 16, 82, 82, 82, 82, 82, 82, 82, 82, 66, 66, 66, 66, 66, 66, 66, 66, 61, 61, 61, 61, 61, 61, 61, 61, 3, 3, 3, 3]"
7534,43,"[70, 70, 70, 70, 70, 70, 70, 70, 35, 35, 35, 35, 35, 35, 35, 35, 6, 6, 6, 6, 6, 6, 6, 6, 68, 68, 68, 68, 68, 68, 68, 68, 8, 8, 8, 8]"
7535,26,"[73, 73, 73, 73, 73, 73, 73, 73, 45, 45, 45, 45, 45, 45, 45, 45, 100, 100, 100, 100, 100, 100, 100, 100, 26, 26, 26, 26, 26, 26, 26, 26, 24, 24, 24, 24]"
7536,78,"[95, 95, 95, 95, 95, 95, 95, 95, 44, 44, 44, 44, 44, 44, 44, 44, 19, 19, 19, 19, 19, 19, 19, 19, 75, 75, 75, 75, 75, 75, 75, 75, 4, 4, 4, 4]"
7537,38,"[41, 41, 41, 41, 41, 41, 41, 41, 50, 50, 50, 50, 50, 50, 50, 50, 47, 47, 47, 47, 47, 47, 47, 47, 89, 89, 89, 89, 89, 89, 89, 89, 98, 98, 98, 98]"
7538,79,"[36, 36, 36, 36, 36, 36, 36, 36, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3, 99, 99, 99, 99, 99, 99, 99, 99, 47, 47, 47, 47]"
7539,55,"[39, 39, 39, 39, 39, 39, 39, 39, 11, 11, 11, 11, 11, 11, 11, 11, 67, 67, 67, 67, 67, 67, 67, 67, 63, 63, 63, 63, 63, 63, 63, 63, 27, 27, 27, 27]"
7540,51,"[3, 3, 3, 3, 3, 3, 3, 3, 48, 48, 48, 48, 48, 48, 48, 48, 14, 14, 14, 14, 14, 14, 14, 14, 64, 64, 64, 64, 64, 64, 64, 64, 70, 70, 70, 70]"
7541,82,"[82, 82, 82, 82, 82, 82, 82, 82, 64, 64, 64, 64, 64, 64, 64, 64, 2, 2, 2, 2, 2, 2, 2, 2, 26, 26, 26, 26, 26, 26, 26, 26, 37, 37, 37, 37]"
7542,89,"[35, 35, 35, 35, 35, 35, 35, 35, 85, 85, 85, 85, 85, 85, 85, 85, 43, 43, 43, 43, 43, 43, 43, 43, 22, 22, 22, 22, 22, 22, 22, 22, 64, 64, 64, 64]"
7543,25,"[6, 6, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 27, 27, 27, 27, 27, 27, 27, 27, 64, 64, 64, 64, 64, 64, 64, 64, 2, 2, 2, 2]"
7544,10,"[31, 31, 31, 31, 31, 31, 31, 31, 98, 98, 98, 98, 98, 98, 98, 98, 74, 74, 74, 74, 74, 74, 74, 74, 30, 30, 30, 30, 30, 30, 30, 30, 93, 93, 93, 93]"
7545,6,"[98, 98, 98, 98, 98, 98, 98, 98, 73, 73, 73, 73, 73, 73, 73, 73, 98, 98, 98, 98, 98, 98, 98, 98, 50, 50, 50, 50, 50, 50, 50, 50, 94, 94, 94, 94]"
7546,69,"[35, 35, 35, 35, 35, 35, 35, 35, 19, 19, 19, 19, 19, 19, 19, 19, 69, 69, 69, 69, 69, 69, 69, 69, 13, 13, 13, 13, 13, 13, 13, 13, 31, 31, 31, 31]"
7547,6,"[24, 24, 24, 24, 24, 24, 24, 24, 23, 23, 23, 23, 23, 23, 23, 23, 43, 43, 43, 43, 43, 43, 43, 43, 35, 35, 35, 35, 35, 35, 35, 35, 83, 83, 83, 83]"
7548,97,"[19, 19, 19, 19, 19, 19, 19, 19, 57, 57, 57, 57, 57, 57, 57, 57, 30, 30, 30, 30, 30, 30, 30, 30, 75, 75, 75, 75, 75, 75, 75, 75, 47, 47, 47, 47]"
7549,33,"[8, 8, 8, 8, 8, 8, 8, 8, 43, 43, 43, 43, 43, 43, 43, 43, 7, 7, 7, 7, 7, 7, 7, 7, 23, 23, 23, 23, 23, 23, 23, 23, 17, 17, 17, 17]"
7550,27,"[56, 56, 56, 56, 56, 56, 56, 56, 65, 65, 65, 65, 65, 65, 65, 65, 76, 76, 76, 76, 76, 76, 76, 76, 54, 54, 54, 54, 54, 54, 54, 54, 87, 87, 87, 87]"
7551,14,"[43, 43, 43, 43, 43, 43, 43, 43, 8, 8, 8, 8, 8, 8, 8, 8, 44, 44, 44, 44, 44, 44, 44, 44, 24, 24, 24, 24, 24, 24, 24, 24, 99, 99, 99, 99]"
7552,5,"[33, 33, 33, 33, 33, 33, 33, 33, 32, 32, 32, 32, 32, 32, 32, 32, 1, 1, 1, 1, 1, 1, 1, 1, 44, 44, 44, 44, 44, 44, 44, 44, 27, 27, 27, 27]"
7553,54,"[64, 64, 64, 64, 64, 64, 64, 64, 97, 97, 97, 97, 97, 97, 97, 97, 10, 10, 10, 10, 10, 10, 10, 10, 34, 34, 34, 34, 34, 34, 34, 34, 45, 45, 45, 45]"
7554,43,"[60, 60, 60, 60, 60, 60, 60, 60, 67, 67, 67, 67, 67, 67, 67, 67, 93, 93, 93, 93, 93, 93, 93, 93, 66, 66, 66, 66, 66, 66, 66, 66, 14, 14, 14, 14]"
7555,92,"[79, 79, 79, 79, 79, 79, 79, 79, 85, 85, 85, 85, 85, 85, 85, 85, 4, 4, 4, 4, 4, 4, 4, 4, 80, 80, 80, 80, 80, 80, 80, 80, 43, 43, 43, 43]"
7556,47,"[10, 10, 10, 10, 10, 10, 10, 10, 95, 95, 95, 95, 95, 95, 95, 95, 22, 22, 22, 22, 22, 22, 22, 22, 16, 16, 16, 16, 16, 16, 16, 16, 2, 2, 2, 2]"
7557,94,"[12, 12, 12, 12, 12, 12, 12, 12, 80, 80, 80, 80, 80, 80, 80, 80, 78, 78, 78, 78, 78, 78, 78, 78, 69, 69, 69, 69, 69, 69, 69, 69, 60, 60, 60, 60]"
7558,65,"[39, 39, 39, 39, 39, 39, 39, 39, 0, 0, 0, 0, 0, 0, 0, 0, 42, 42, 42, 42, 42, 42, 42, 42, 86, 86, 86, 86, 86, 86, 86, 86, 5, 5, 5, 5]"
7559,43,"[75, 75, 75, 75, 75, 75, 75, 75, 63, 63, 63, 63, 63, 63, 63, 63, 38, 38, 38, 38, 38, 38, 38, 38, 42, 42, 42, 42, 42, 42, 42, 42, 2, 2, 2, 2]"
7560,88,"[62, 62, 62, 62, 62, 62, 62, 62, 20, 20, 20, 20, 20, 20, 20, 20, 37, 37, 37, 37, 37, 37, 37, 37, 81, 81, 81, 81, 81, 81, 81, 81, 66, 66, 66, 66]"
7561,48,"[39, 39, 39, 39, 39, 39, 39, 39, 3, 3, 3, 3, 3, 3, 3, 3, 98, 98, 98, 98, 98, 98, 98, 98, 17, 17, 17, 17, 17, 17, 17, 17, 1, 1, 1, 1]"
7562,97,"[35, 35, 35, 35, 35, 35, 35, 35, 19, 19, 19, 19, 19, 19, 19, 19, 86, 86, 86, 86, 86, 86, 86, 86, 90, 90, 90, 90, 90, 90, 90, 90, 5, 5, 5, 5]"
7563,18,"[1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 94, 94, 94, 94, 94, 94, 94, 94, 43, 43, 43, 43, 43, 43, 43, 43, 24, 24, 24, 24]"
7564,75,"[21, 21, 21, 21, 21, 21, 21, 21, 86, 86, 86, 86, 86, 86, 86, 86, 40, 40, 40, 40, 40, 40, 40, 40, 74, 74, 74, 74, 74, 74, 74, 74, 54, 54, 54, 54]"
7565,89,"[36, 36, 36, 36, 36, 36, 36, 36, 99, 99, 99, 99, 99, 99, 99, 99, 61, 61, 61, 61, 61, 61, 61, 61, 47, 47, 47, 47, 47, 47, 47, 47, 99, 99, 99, 99]"
7566,37,"[63, 63, 63, 63, 63, 63, 63, 63, 43, 43, 43, 43, 43, 43, 43, 43, 81, 81, 81, 81, 81, 81, 81, 81, 25, 25, 25, 25, 25, 25, 25, 25, 40, 40, 40, 40]"
7567,60,"[85, 85, 85, 85, 85, 85, 85, 85, 23, 23, 23, 23, 23, 23, 23, 23, 51, 51, 51, 51, 51, 51, 51, 51, 17, 17, 17, 17, 17, 17, 17, 17, 66, 66, 66, 66]"
7568,80,"[49, 49, 49, 49, 49, 49, 49, 49, 100, 100, 100, 100, 100, 100, 100, 100, 41, 41, 41, 41, 41, 41, 41, 41, 1, 1, 1, 1, 1, 1, 1, 1, 27, 27, 27, 27]"
7569,28,"[89, 89, 89, 89, 89, 89, 89, 89, 48, 48, 48, 48, 48, 48, 48, 48, 67, 67, 67, 67, 67, 67, 67, 67, 29, 29, 29, 29, 29, 29, 29, 29, 25, 25, 25, 25]"
7570,66,"[90, 90, 90, 90, 90, 90, 90, 90, 94, 94, 94, 94, 94, 94, 94, 94, 12, 12, 12, 12, 12, 12, 12, 12, 14, 14, 14, 14, 14, 14, 14, 14, 36, 36, 36, 36]"
7571,91,"[69, 69, 69, 69, 69, 69, 69, 69, 70, 70, 70, 70, 70, 70, 70, 70, 78, 78, 78, 78, 78, 78, 78, 78, 28, 28, 28, 28, 28, 28, 28, 28, 23, 23, 23, 23]"
7572,52,"[6, 6, 6, 6, 6, 6, 6, 6, 79, 79, 79, 79, 79, 79, 79, 79, 87, 87, 87, 87, 87, 87, 87, 87, 47, 47, 47, 47, 47, 47, 47, 47, 2, 2, 2, 2]"
7573,26,"[79, 79, 79, 79, 79, 79, 79, 79, 17, 17, 17, 17, 17, 17, 17, 17, 20, 20, 20, 20, 20, 20, 20, 20, 37, 37, 37, 37, 37, 37, 37, 37, 28, 28, 28, 28]"
7574,23,"[80, 80, 80, 80, 80, 80, 80, 80, 95, 95, 95, 95, 95, 95, 95, 95, 38, 38, 38, 38, 38, 38, 38, 38, 76, 76, 76, 76, 76, 76, 76, 76, 87, 87, 87, 87]"
7575,28,"[26, 26, 26, 26, 26, 26, 26, 26, 58, 58, 58, 58, 58, 58, 58, 58, 10, 10, 10, 10, 10, 10, 10, 10, 79, 79, 79, 79, 79, 79, 79, 79, 34, 34, 34, 34]"
7576,49,"[24, 24, 24, 24, 24, 24, 24, 24, 32, 32, 32, 32, 32, 32, 32, 32, 66, 66, 66, 66, 66, 66, 66, 66, 14, 14, 14, 14, 14, 14, 14, 14, 15, 15, 15, 15]"
7577,10,"[52, 52, 52, 52, 52, 52, 52, 52, 93, 93, 93, 93, 93, 93, 93, 93, 54, 54, 54, 54, 54, 54, 54, 54, 87, 87, 87, 87, 87, 87, 87, 87, 40, 40, 40, 40]"
7578,18,"[76, 76, 76, 76, 76, 76, 76, 76, 28, 28, 28, 28, 28, 28, 28, 28, 13, 13, 13, 13, 13, 13, 13, 13, 31, 31, 31, 31, 31, 31, 31, 31, 8, 8, 8, 8]"
7579,32,"[88, 88, 88, 88, 88, 88, 88, 88, 12, 12, 12, 12, 12, 12, 12, 12, 17, 17, 17, 17, 17, 17, 17, 17, 61, 61, 61, 61, 61, 61, 61, 61, 95, 95, 95, 95]"
7580,77,"[10, 10, 10, 10, 10, 10, 10, 10, 71, 71, 71, 71, 71, 71, 71, 71, 49, 49, 49, 49, 49, 49, 49, 49, 44, 44, 44, 44, 44, 44, 44, 44, 81, 81, 81, 81]"
7581,6,"[43, 43, 43, 43, 43, 43, 43, 43, 77, 77, 77, 77, 77, 77, 77, 77, 80, 80, 80, 80, 80, 80, 80, 80, 70, 70, 70, 70, 70, 70, 70, 70, 68, 68, 68, 68]"
7582,77,"[50, 50, 50, 50, 50, 50, 50, 50, 80, 80, 80, 80, 80, 80, 80, 80, 98, 98, 98, 98, 98, 98, 98, 98, 70, 70, 70, 70, 70, 70, 70, 70, 20, 20, 20, 20]"
7583,91,"[70, 70, 70, 70, 70, 70, 70, 70, 29, 29, 29, 29, 29, 29, 29, 29, 44, 44, 44, 44, 44, 44, 44, 44, 14, 14, 14, 14, 14, 14, 14, 14, 80, 80, 80, 80]"
7584,97,"[62, 62, 62, 62, 62, 62, 62, 62, 54, 54, 54, 54, 54, 54, 54, 54, 55, 55, 55, 55, 55, 55, 55, 55, 49, 49, 49, 49, 49, 49, 49, 49, 71, 71, 71, 71]"
7585,72,"[95, 95, 95, 95, 95, 95, 95, 95, 55, 55, 55, 55, 55, 55, 55, 55, 83, 83, 83, 83, 83, 83, 83, 83, 81, 81, 81, 81, 81, 81, 81, 81, 52, 52, 52, 52]"
7586,34,"[96, 96, 96, 96, 96, 96, 96, 96, 5, 5, 5, 5, 5, 5, 5, 5, 28, 28, 28, 28, 28, 28, 28, 28, 1, 1, 1, 1, 1, 1, 1, 1, 92, 92, 92, 92]"
7587,69,"[67, 67, 67, 67, 67, 67, 67, 67, 60, 60, 60, 60, 60, 60, 60, 60, 91, 91, 91, 91, 91, 91, 91, 91, 55, 55, 55, 55, 55, 55, 55, 55, 31, 31, 31, 31]"
7588,81,"[45, 45, 45, 45, 45, 45, 45, 45, 88, 88, 88, 88, 88, 88, 88, 88, 99, 99, 99, 99, 99, 99, 99, 99, 79, 79, 79, 79, 79, 79, 79, 79, 10, 10, 10, 10]"
7589,2,"[16, 16, 16, 16, 16, 16, 16, 16, 84, 84, 84, 84, 84, 84, 84, 84, 2, 2, 2, 2, 2, 2, 2, 2, 83, 83, 83, 83, 83, 83, 83, 83, 99, 99, 99, 99]"
7590,39,"[67, 67, 67, 67, 67, 67, 67, 67, 46, 46, 46, 46, 46, 46, 46, 46, 94, 94, 94, 94, 94, 94, 94, 94, 78, 78, 78, 78, 78, 78, 78, 78, 51, 51, 51, 51]"
7591,47,"[50, 50, 50, 50, 50, 50, 50, 50, 75, 75, 75, 75, 75, 75, 75, 75, 37, 37, 37, 37, 37, 37, 37, 37, 1, 1, 1, 1, 1, 1, 1, 1, 20, 20, 20, 20]"
7592,84,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 16, 16, 16, 16, 16, 16, 16, 16, 51, 51, 51, 51, 51, 51, 51, 51, 50, 50, 50, 50]"
7593,71,"[94, 94, 94, 94, 94, 94, 94, 94, 63, 63, 63, 63, 63, 63, 63, 63, 58, 58, 58, 58, 58, 58, 58, 58, 88, 88, 88, 88, 88, 88, 88, 88, 83, 83, 83, 83]"
7594,21,"[98, 98, 98, 98, 98, 98, 98, 98, 34, 34, 34, 34, 34, 34, 34, 34, 77, 77, 77, 77, 77, 77, 77, 77, 84, 84, 84, 84, 84, 84, 84, 84, 87, 87, 87, 87]"
7595,90,"[97, 97, 97, 97, 97, 97, 97, 97, 28, 28, 28, 28, 28, 28, 28, 28, 50, 50, 50, 50, 50, 50, 50, 50, 78, 78, 78, 78, 78, 78, 78, 78, 26, 26, 26, 26]"
7596,22,"[53, 53, 53, 53, 53, 53, 53, 53, 15, 15, 15, 15, 15, 15, 15, 15, 13, 13, 13, 13, 13, 13, 13, 13, 82, 82, 82, 82, 82, 82, 82, 82, 80, 80, 80, 80]"
7597,37,"[39, 39, 39, 39, 39, 39, 39, 39, 44, 44, 44, 44, 44, 44, 44, 44, 84, 84, 84, 84, 84, 84, 84, 84, 92, 92, 92, 92, 92, 92, 92, 92, 24, 24, 24, 24]"
7598,62,"[62, 62, 62, 62, 62, 62, 62, 62, 91, 91, 91, 91, 91, 91, 91, 91, 40, 40, 40, 40, 40, 40, 40, 40, 22, 22, 22, 22, 22, 22, 22, 22, 26, 26, 26, 26]"
7599,28,"[100, 100, 100, 100, 100, 100, 100, 100, 2, 2, 2, 2, 2, 2, 2, 2, 33, 33, 33, 33, 33, 33, 33, 33, 72, 72, 72, 72, 72, 72, 72, 72, 17, 17, 17, 17]"
7600,4,"[8, 8, 8, 8, 8, 8, 8, 8, 53, 53, 53, 53, 53, 53, 53, 53, 47, 47, 47, 47, 47, 47, 47, 47, 34, 34, 34, 34, 34, 34, 34, 34, 73, 73, 73, 73]"
7601,58,"[34, 34, 34, 34, 34, 34, 34, 34, 95, 95, 95, 95, 95, 95, 95, 95, 31, 31, 31, 31, 31, 31, 31, 31, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55]"
7602,51,"[25, 25, 25, 25, 25, 25, 25, 25, 74, 74, 74, 74, 74, 74, 74, 74, 34, 34, 34, 34, 34, 34, 34, 34, 60, 60, 60, 60, 60, 60, 60, 60, 25, 25, 25, 25]"
7603,82,"[58, 58, 58, 58, 58, 58, 58, 58, 5, 5, 5, 5, 5, 5, 5, 5, 97, 97, 97, 97, 97, 97, 97, 97, 46, 46, 46, 46, 46, 46, 46, 46, 70, 70, 70, 70]"
7604,26,"[75, 75, 75, 75, 75, 75, 75, 75, 6, 6, 6, 6, 6, 6, 6, 6, 33, 33, 33, 33, 33, 33, 33, 33, 35, 35, 35, 35, 35, 35, 35, 35, 83, 83, 83, 83]"
7605,55,"[91, 91, 91, 91, 91, 91, 91, 91, 99, 99, 99, 99, 99, 99, 99, 99, 66, 66, 66, 66, 66, 66, 66, 66, 13, 13, 13, 13, 13, 13, 13, 13, 92, 92, 92, 92]"
7606,44,"[22, 22, 22, 22, 22, 22, 22, 22, 19, 19, 19, 19, 19, 19, 19, 19, 58, 58, 58, 58, 58, 58, 58, 58, 36, 36, 36, 36, 36, 36, 36, 36, 38, 38, 38, 38]"
7607,69,"[94, 94, 94, 94, 94, 94, 94, 94, 30, 30, 30, 30, 30, 30, 30, 30, 85, 85, 85, 85, 85, 85, 85, 85, 7, 7, 7, 7, 7, 7, 7, 7, 78, 78, 78, 78]"
7608,98,"[87, 87, 87, 87, 87, 87, 87, 87, 32, 32, 32, 32, 32, 32, 32, 32, 33, 33, 33, 33, 33, 33, 33, 33, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56]"
7609,99,"[44, 44, 44, 44, 44, 44, 44, 44, 30, 30, 30, 30, 30, 30, 30, 30, 49, 49, 49, 49, 49, 49, 49, 49, 43, 43, 43, 43, 43, 43, 43, 43, 6, 6, 6, 6]"
7610,55,"[35, 35, 35, 35, 35, 35, 35, 35, 10, 10, 10, 10, 10, 10, 10, 10, 92, 92, 92, 92, 92, 92, 92, 92, 82, 82, 82, 82, 82, 82, 82, 82, 71, 71, 71, 71]"
